KINGGEN STATS:

HUB,COUNT
utility_waterworks_01,9
vacant_lot_01,13
vacant_lot_02,13
vacant_lot_03,14
vacant_lot_04,15
vacant_lot_05,13
xcostum_Alchemist(by_VitaminE),1
xcostum_Bakery(by_VitaminE),2
xcostum_Clocktower(by_VitaminE),2
xcostum_JapaneseCastle(by_Takayan_Norittchi_Chiko),1
xcostum_JapaneseCastle(by_VitaminE),1
xcostum_Mill(by_VitaminE),1
xcostum_Tavern(by_VitaminE),2
xcostum_Tower(by_VitaminE),2
xcostum_house_pigeon(by_VitaminE),1
xcostum_Asia_Apartments(by_magoli),1
xcostum_Asia_ChineseGate(by_XXX),9
xcostum_Asia_ChineseMarket(by_magoli),1
xcostum_Asia_Dojo(by_RedLotus),1
xcostum_Asia_KhooKongsi(by_StompyNZ),1
xcostum_Asia_KungFuSchool(by_magoli),2
xcostum_Asia_Livinghouse_sm_01(by_magoli),2
xcostum_Asia_ModernCottage_01(by_StompyNZ),1
xcostum_Asia_Pagoda(by_RedLotus),1
xcostum_Asia_Pagoda_sm_01(by_magoli),1
xcostum_Asia_Restaurant(by_Redlotus),1
xcostum_Asia_Restaurant_city(by_Redlotus),1
xcostum_Asia_Swordmaster(by_magoli),2
xcostum_Asia_Temple9Powermonks(by_magoli),1
xcostum_Asia_TempleMiddleVillage(by_SylenThunder),2
xcostum_AnarchyHighriseLab(by_NLEagle),2
xcostum_CDC_Mission(by_TheFootpad),1
xcostum_ColonyShip(by_NAGGcommunity),1
xcostum_HarbingerLabs(by_Riahsaurus_Rex),2
xcostum_Industry_07(by_Zyncosa),2
xcostum_Motel(by_Limodor),2
xcostum_NSiteMissileSilo(byEphoie),1
xcostum_Pentagon(by_Nauti_Angel),1
xcostum_Polarstation(by_magoli),2
xcostum_ResearchStation(by_NLEagle),2
xcostum_ResearchVessel(by_Pille),1
xcostum_RocketLaunchPad(by_Saeid),1
xcostum_Science_lab(by_kinklade),1
xcostum_UFO(by_NAGG_Ryan),2
xcostum_airport2(by_ouch),1
xcostum_red_mesa_alpha_labs(by_Pille),2
xcostum_wastelandtrain(by_incrediblejimmy),2
xcostum_Coronado_barn_lg(by_Slaan),1
xcostum_Coronado_cornfield_crash(by_Slaan),1
xcostum_Coronado_cornfield_missle_silo(by_Slaan),2
xcostum_Coronado_farmSheds(by_Slaan),2
xcostum_Coronado_farm_lake(by_Slaan),1
xcostum_Coronado_farmedField(by_Slaan),1
xcostum_Coronado_shamway_plant(by_Slaan),1
xcostum_Farm(by_BigC90210),2
xcostum_Farm_01(by_Zyncosa),1
xcostum_Farm_02(by_Zyncosa),2
xcostum_Farm_03(by_Zyncosa),1
xcostum_Farm_04(by_Zyncosa),1
xcostum_FarmerJoesNursery(by_Stallionsden),1
xcostum_TruckStop(by_magoli),2
xcostum_exfarmstead(by_owl79),1
xcostum_greenhouse_01(by_FLESHUS),1
xcostum_RoadHouse(by_Mana_Gobarg),2
xcostum_Cattle_Yard(by_Mana_Gobarg),2
xcostum_Cattle_Yard1(by_Mana_Gobarg),1
xcostum_Silos(by_Mana_Gobarg),2
xcostum_Homestead(by_Mana),1
xcostum_Ranch(by_Stallionsden),2
blueberryfield_sm,9
cornfield_lg,1
cornfield_med,1
cornfield_sm,9
potatofield_sm,8
water_tower_01,4
water_tower_02,3
water_tower_03,1
xcostum_strange_cornfield(by_magoli),1
xcostum_Army_01Destroyed(by_Zyncosa),2
xcostum_Army_02Destroyed(by_Zyncosa),2
xcostum_Army_03Destroyed(by_Zyncosa),2
xcostum_Diverse_01Destroyed(by_Zyncosa),2
xcostum_Diverse_02Destroyed(by_Zyncosa),2
xcostum_Farm_01Destroyed(by_Zyncosa),2
xcostum_Farm_02Destroyed(by_Zyncosa),2
xcostum_Farm_03Destroyed(by_Zyncosa),2
xcostum_Hotel_01Destroyed(by_Zyncosa),2
xcostum_House_03Destroyed(by_Zyncosa),2
xcostum_House_04Destroyed(by_Zyncosa),2
xcostum_House_05Destroyed(by_Zyncosa),2
xcostum_House_06Destroyed(by_Zyncosa),2
xcostum_House_08Destroyed(by_Zyncosa),3
xcostum_House_09Destroyed(by_Zyncosa),2
xcostum_House_1Destroyed(by_Nodabba),2
xcostum_House_2Destroyed(by_Nodabba),3
xcostum_House_3Destroyed(by_Nodabba),2
xcostum_House_3PartialDestroyed(by_Nodabba),2
xcostum_House_6Destroyed(by_Nodabba),2
xcostum_Industry_01Destroyed(by_Zyncosa),2
xcostum_Industry_02Destroyed(by_Zyncosa),2
xcostum_Industry_03Destroyed(by_Zyncosa),2
xcostum_Industry_04Destroyed(by_Zyncosa),2
xcostum_Industry_05Destroyed(by_Zyncosa),2
xcostum_Industry_06Destroyed(by_Zyncosa),2
xcostum_Leisure01Destroyed(by_Zyncosa),2
xcostum_PG_BusStstion(by_Dragoness),2
xcostum_SC_steakhouse01(by_Dragoness),2
xcostum_Supermarket_01Destroyed(by_Zyncosa),2
xcostum_Supermarket_02Destroyed(by_Zyncosa),3
xcostum_Supermarket_03Destroyed(by_Zyncosa),2
xcostum_Supermarket_04Destroyed(by_Zyncosa),2
xcostum_Supermarket_05Destroyed(by_Zyncosa),3
xcostum_Supermarket_06Destroyed(by_Zyncosa),2
xcostum_Supermarket_07Destroyed(by_Zyncosa),2
xcostum_Tank_Garage(by_LuckyStar),2
xcostum_TraderJ-DC3(by_TheFootpad),0
xcostum_Trader_02Destroyed(by_Zyncosa),0
xcostum_Trader_03Destroyed(by_Zyncosa),0
xcostum_burntshell(by_Evilracc0on),3
xcostum_collapsed_bldg_01(by_BuLLeTZ),2
xcostum_cult(by_Evilracc0on),2
xcostum_powerplant(byKam),2
xcostum_remnant_waste_01(by_LazMan),3
xcostum_remnant_waste_02(by_LazMan),4
xcostum_sewer_layout(by_Evilracc0on),2
xcostum_wastelandtrain(by_Horst),2
xcostum_3BlockStores(by_Leo_Liuos),1
xcostum_4Apartments(by_TopMinder),6
xcostum_7EndStore(by_Jackelmyer),7
xcostum_AFPBuilding(by_Stallionsden),2
xcostum_Adam_House_Z1(by_DMC),7
xcostum_Airport_01(by_Zyncosa),2
xcostum_Alms_house(ex_vanilla_ornate03),3
xcostum_AltenburgCastle(by_Horst),2
xcostum_AmityvilleHorrorHouse(by_Swolk),6
xcostum_Ancient_Apache_Ground_(by_BLAPLAYGIRL),9
xcostum_Apartment(by_Gertle),7
xcostum_Apartment(by_Spider),2
xcostum_Apartment_Building_(by_Gouki),2
xcostum_Apartment_Stores(by_Laz_Man),7
xcostum_Apartments(by_Batman),1
xcostum_Apartments_01(by_Zyncosa),7
xcostum_Apartments_Curtilage_Playground(by_magoli),6
xcostum_Apaxco_(by_Gouki),1
xcostum_Army_01(by_Zyncosa),2
xcostum_Army_02(by_Zyncosa),2
xcostum_Army_03(by_Zyncosa),2
xcostum_ArtGallery(by_Wsiegel),5
xcostum_Asylum(by_Wsiegel),7
xcostum_Badonkadonk(by_CaptainandMental),0
xcostum_Bank(by_Guppycur),5
xcostum_Bank(by_Limodor),7
xcostum_Basement01(by_PVWolfgang),8
xcostum_Baskins(by_Nauti_Angel),11
xcostum_Bavarian_Bowse_Shop(by_magoli),2
xcostum_Big_Zed(by_Gobarg_Mana),10
xcostum_Bike_Shop(by_War3zuk),7
xcostum_Bills_1(by_Theodryck),1
xcostum_Blue_House(by_TopMinder_and_Pille),6
xcostum_Book_Stop(by_Hydroponic),7
xcostum_Bookstore(by_Kayido),1
xcostum_BoxingGym(by_KamR),5
xcostum_Boys_Only_Hotel_(by_SWAG),8
xcostum_Brownstones_House(by_Laz_Man),6
xcostum_Bunker(by_Pille),2
xcostum_Bunker_01(by_Memo),2
xcostum_Burrows(by_Nauti_Angel),13
xcostum_Bus_Depot(by_Hydroponic),7
xcostum_CQC_HOUSE(by_Evilracc0on),13
xcostum_Cabin(by_Sudo),13
xcostum_Cantine(by_Limodor),7
xcostum_CanucksCoffee(by_Genosis),1
xcostum_Canyon_Cave(by_War3zuk),1
xcostum_Car_Dealership_new(by_p1ut0nium),7
xcostum_Car_Dealership_old(by_P1ut0nium),2
xcostum_Casino(by_Stallionsden),2
xcostum_CasinoANKH(by_magoli),3
xcostum_Castle05(by_PVWolfgang),2
xcostum_CastleSpartan_v3(by_Ericbeaudoin),1
xcostum_Cave1(by_NAGGcommunity),0
xcostum_Cell_Tower(by_LuckyStar),10
xcostum_Chernobyl(by_Maz_Burt),1
xcostum_Church(by_Guppycur),5
xcostum_Church_01(by_LazMan),1
xcostum_CityPark(by_Spider),7
xcostum_Cliff_House(by_War3zuk),5
xcostum_Container_house(by_Evilracc0on),22
xcostum_ConvenienceStore1(by_Guppycur),10
xcostum_CountyJail(by_Volar),5
xcostum_Courthouse(by_Stallionsden),2
xcostum_CrashedAirplane(by_LazMan),6
xcostum_CurlingCenter(by_magoli),0
xcostum_CustomTrader1(by_Corsta),1
xcostum_Dark_Mausoleum32(by_LuckyStar),4
xcostum_Dave_Home_2(by_DMC),13
xcostum_Desert_Temple(by_Hydroponic),9
xcostum_Design_firm(by_EvilRacc0on),7
xcostum_Diverse_01(by_Zyncosa),1
xcostum_Diverse_02(by_Zyncosa),10
xcostum_DnY_CastleM1(by_SirLoachalot),1
xcostum_DocksMilitaryZone(by_Stallionsden),2
xcostum_Doctors_Office(by_Bostonlondon),7
xcostum_Dormerhouse(by_TopMinder),6
xcostum_DouneCastleRiah(by_Riahsaurus_Rex),2
xcostum_Dregora_Furniture_Timber_Deco(by_Eagle),7
xcostum_Dregora_Mineshaft_01(by_Eagle),0
xcostum_Dregora_ObservartoryBig(by_Eagle),9
xcostum_Dregora_Quarantine_Bunker(by_Eagle),6
xcostum_Dregora_VaultTec_Bunker_01(by_Eagle),2
xcostum_DriveIn(by_NAGG_Genosis),6
xcostum_DriveIn(by_Wsiegel),10
xcostum_ExcavatorMassGrave(by_Pille),10
xcostum_Experimentalhouse(by_TopMinder),6
xcostum_Firedepartment(by_Guppycur),8
xcostum_Firehouse(by_Warsaken),7
xcostum_Firestation(by_Slick50),6
xcostum_Firewatchtower(by_SciFiFlippa),7
xcostum_Flagstonemansion_sm(by_elitelex),7
xcostum_Frat_house(by_EvilRacc0on),8
xcostum_FuneralHome(by_Wsiegel),6
xcostum_FuneralParlor(by_Zombieman),8
xcostum_GasStation(by_Warsaken),11
xcostum_GasnWash32(by_LuckyStar),10
xcostum_Glass_factory_big(by_Khyber),7
xcostum_Graveyard(by_Hydroponic),5
xcostum_GreekBath_(by_BLAPLAYGIRL),2
xcostum_Guarantine_Post(by_NLEagle),6
xcostum_Guildhall(ex_vanilla_ornate01),1
xcostum_HBW_Metro_Station(by_Hydroponic),5
xcostum_HNHouse(by_Hernan),6
xcostum_HUB51traders(by_War3zuk),1
xcostum_Haulier_lg(by_Limodor),1
xcostum_Haulier_md(by_Limodor),2
xcostum_HellMart(by_Riahsaurus_Rex),1
xcostum_Hicks_Family_Diner(by_Hydroponic),10
xcostum_Hightop(by_Curbolt),6
xcostum_Hobbit(by_Limodor),0
xcostum_Hospital(by_TopMinder),3
xcostum_Hospital(by_Wsiegel),3
xcostum_Hostel(by_TopMinder),7
xcostum_Hotel_01(by_Zyncosa),6
xcostum_Hotel_Construction_Site_01(by_Zyncosa),1
xcostum_House(by_LastI),6
xcostum_House(by_ShoNuff),6
xcostum_House_02(by_Zyncosa),13
xcostum_House_03(by_Zyncosa),13
xcostum_House_04(by_Zyncosa),6
xcostum_House_05(by_Zyncosa),7
xcostum_House_06(by_Zyncosa),7
xcostum_House_08(by_Zyncosa),8
xcostum_House_09(by_Zyncosa),8
xcostum_House_1(by_Nodabba),7
xcostum_House_11(by_Zyncosa),8
xcostum_House_2(by_Nodabba),14
xcostum_House_3(by_Nodabba),5
xcostum_House_4(by_Nodabba),9
xcostum_House_5(by_Nodabba),13
xcostum_House_6(by_Nodabba),13
xcostum_House_7(by_Nodabba),14
xcostum_House_8(by_Nodabba),9
xcostum_House_9(by_Nodabba),15
xcostum_Housing_Block(by_War3zuk),15
xcostum_Hunters_rest(by_Evilracc0on),6
xcostum_Hydro_Plant(by_LuckyStar),11
xcostum_IZEA_market(by_Genosis),1
xcostum_Industry_01(by_Zyncosa),8
xcostum_Industry_02(by_Zyncosa),8
xcostum_Industry_03(by_Zyncosa),8
xcostum_Industry_04(by_Zyncosa),8
xcostum_Industry_05(by_Zyncosa),10
xcostum_Industry_06(by_Zyncosa),8
xcostum_Industry_08(by_Zyncosa),1
xcostum_Info_Center(by_LuckyStar),10
xcostum_InsaneAsylum(by_Genosis),4
xcostum_Italo_Restaurant(by_axebeard),7
xcostum_Jail_House(by_War3zuk),10
xcostum_JoJos(by_JSDoctor),8
xcostum_Junkyard(by_Hydroponic),4
xcostum_KarenHouse(by_Kayido),13
xcostum_Knolby_Cabin_1981(by_Klaus0Engel),6
xcostum_KooshieMart(by_Kayido),7
xcostum_LMARTRoadHouseTruckstop(by_Stallionsden),10
xcostum_LMART_Garage(by_Stallionsden),4
xcostum_LMART_RoadHouse(by_Stallionsden),4
xcostum_LakesideLodge(by_Kam),13
xcostum_Lattez(by_Nauti_Angel),3
xcostum_Leisure01(by_Zyncosa),10
xcostum_Library(by_NAGG),1
xcostum_Library(by_War3zuk),2
xcostum_Lighthouse(by_NAGG),13
xcostum_LittleLeagueBaseball(by_Curmudgeon),3
xcostum_Lost_Joels(pseudo-trader)(by_DMC),1
xcostum_LumberMill(by_IceJudge),10
xcostum_Mall(by_hernanxx),0
xcostum_Mall_DOD(by_captainwhiskerbiscuits_mentalninja33),2
xcostum_Mall_DOD_Dungeon(by_captainwhiskerbiscuits_mentalninja33),1
xcostum_Mall_Large_Volume(by_hernanxx),2
xcostum_Manorhouse(by_WereWulfen),6
xcostum_McDonalds(by_BigC90210),7
xcostum_McDowell_restaurant(by_LazMan),1
xcostum_MidwichSchool_01(by_Dragoness),6
xcostum_Military_Camp(by_War3zuk),9
xcostum_MinderManor(by_TopMinder),13
xcostum_Mine1(by_NAGG_DaphyDuck91),6
xcostum_MiniBikeRaceTrack(by_Spider),10
xcostum_MiniMall(by_Spider),7
xcostum_ModernArtGallery(by_Pille_TopMinder),6
xcostum_Modernhouse02(by_TopMinder),6
xcostum_MonsterFlexGym(by_Swolk),2
xcostum_MotteBailey(by_Gobarg_Mana),10
xcostum_MultiStore(by_ANT),6
xcostum_Multi_Storey(by_War3zuk),3
xcostum_Multi_Trader(by_Sparrow),1
xcostum_Multi_Trader_02(by_War3zuk),1
xcostum_Nicehouse(by_BigC90210),5
xcostum_NotreDamn_(by_tehkarma),1
xcostum_Nuclear_Powerplant(by_Rocky),10
xcostum_Nuka_Factory(by_bdubyah),1
xcostum_Nuket0wn(by_Limodor),13
xcostum_Office(by_Wsiegel),6
xcostum_Oil_PumpJack(by_Hydroponic),9
xcostum_OrigamiGallery(by_Pille_TopMinder),4
xcostum_Orphanage(ex_vanilla_ornate02),8
xcostum_OutbackShack(by_Gobarg_Mana),11
xcostum_Overlook_Hotel_001(by_Quagmire1428),10
xcostum_Paintballarena(by_Jackelmyer),1
xcostum_Pantilehouse(by_TopMinder),7
xcostum_Park(by_Bostonlondon),6
xcostum_Park(by_Guppycur),6
xcostum_Pawnshop(by_magoli),8
xcostum_PeerCafe(by_Stallionsden),2
xcostum_PersianMansion(by_saeid),5
xcostum_PetStore(by_Jackelmyer),1
xcostum_Plant(by_Wsiegel),8
xcostum_Power_Station(by_LuckyStar),11
xcostum_Prison(by_Limodur),4
xcostum_Prison1(by_Curbolt),10
xcostum_Public_Pool(by_Warsaken),7
xcostum_QuietPinesSpecial(by_hernan),13
xcostum_RaceTrack(by_Guppycur),11
xcostum_Rangercabin(by_Guppycur),10
xcostum_Recycling(by_Limodor),2
xcostum_RedCatDiner(by_Najax),7
xcostum_Redhouse(by_TopMinder),6
xcostum_Resident_Evil_Mansion(by_Libby),2
xcostum_Resident_Evil_Mansion_(by_Frantic_Dan),1
xcostum_Restaurant(by_Gertle),5
xcostum_Roundhouse(by_TopMinder),5
xcostum_SC_Bunker(by_Rhapsodos),7
xcostum_SUBDAY(by_Swolk),7
xcostum_Safehouse(by_Limodor),13
xcostum_Sawmill(by_Pille),11
xcostum_School(by_LazMan),7
xcostum_ShoppingCenter_Galleria(by_Laz_Man),1
xcostum_Shoppingcenter(by_TopMinder),7
xcostum_Shrub_Conservatory(by_Werewulfen),8
xcostum_SkiResort_Bar(by_NLEagle),10
xcostum_Sky-Twintowers(by_TopMinder),6
xcostum_Skyscraper(by_Peppino),7
xcostum_SlavCo_SuperMarket(by_Hydroponic),5
xcostum_SmallWoodhouse(by_TopMinder),6
xcostum_Small_Cafe_1(by_Bostonlondon),10
xcostum_Small_House(by_ThetruJames),7
xcostum_Snakehotel(by_TopMinder),5
xcostum_Spirallibrary(by_TopMinder),1
xcostum_Split_Level(by_CraterCreator),7
xcostum_Stonehouse(by_TopMinder),6
xcostum_Storage(by_ShoNuff),8
xcostum_Store_Automotive_sm(by_Laz_Man),7
xcostum_StripClub(by_Wsiegel),8
xcostum_Strip_Mall_Large_shops(by_Hydroponic),11
xcostum_Stripmall(by_Guppycur),4
xcostum_Subway(by_NAGG_Rick),1
xcostum_SuperStore(by_Volar),1
xcostum_Supermarket_01(by_Zyncosa),4
xcostum_Supermarket_02(by_Zyncosa),2
xcostum_Supermarket_03(by_Zyncosa),7
xcostum_Supermarket_04(by_Zyncosa),7
xcostum_Supermarket_05(by_Zyncosa),7
xcostum_Supermarket_06(by_Zyncosa),6
xcostum_Supermarket_07(by_Zyncosa),5
